Genre,Year,Title,From,Extras,Remarks
"Comedy, Crime  ",1988,Police Academy 5: Assignment: Miami Beach,,,
"Comedy, Crime  ",1989,Police Academy 6: City Under Siege,,,
"Comedy, Crime  ",1994,Police Academy 7: Mission to Moscow,,,
"Crime, Drama",2015,Wild Horses ,,,
"Crime, Drama, Horror ",2009,The Lodger,,,
"Crime, Thriller ",2008,Tortured ,,,
"Drama, History, Mystery",1982,Missing,,,
"Action, Comedy",1978,Hooper,,,
"Action, Sci-Fi ",2009,Hardwired,,,
"Drama, Romance, War ",2008,Good,,,
"Crime, Drama, Thriller ",2007,Flawless,,,
Drama,2007,Day Zero,,,
"Mystery, Thriller",2009,Orphan,,,
"Action, Crime, Thriller",2009,Thick as Thieves -  The Code,,,
"Crime, Drama, Horror",2008,Senseless,,,
Action,2008,Skate or Die ,,,
"Horror, Mystery, Thriller ",2010,Zwart water,,,
Drama,1993,De Kleine Blonde Dood,,,
"Comedy, Drama, Mystery ",1987,Iris,,,
Romance|Thriller           ,2000,The Right Temptation                             ,DVD,Yes,
"Action, Crime, Drama ",2009,Streets of Blood,,,
"Comedy, Crime, Drama ",2013,Dom Hemingway,,,
Drama,2014,Lucia de B.,,,
"Action, Drama, Sci-Fi ",2005,Category 7: The End of the World,,,
Comedy,2015,Unfinished Business,,,
Comedy,2015,Seventh Son,,,
"Drama, Romance ",2015,Fifty Shades of Grey,,,
"Action, Crime, Drama ",2015,Wild Card,,,
"Comedy, Crime, Romance ",2009,Extract ,,,
"Drama, Thriller ",2002,Watchtower,,,
"Comedy, Drama ",2014,This Is Where I Leave You,,,
"Comedy, Drama, Romance ",2009,Spread,,,
"Action, Horror, Mystery",2009,Pandorum,,,
"Action, Thriller ",2009,Lies & Illusions,,,
"Drama, Romance",1975,Keetje Tippel,,,
"Action, Drama ",2009,Road of No Return,,,
"Adventure, Fantasy, Horror",2008,The Lost Treasure of the Grand Canyon,,,
Thriller,2014,Unknown Caller,,,
Drama,2008,Bride Flight,,,
"Action, Adventure, Comedy ",1999,Chill Factor,,,
"Biography, Drama, Sport ",2014,Foxcatcher,,,
"Action, Adventure, Comedy ",2014,Kingsman: The Secret Service,,,
"Romance, War, Drama",1993,For the Moment,,,
"Drama, Mystery, Thriller ",2005,The River King,,,
"Action, Comedy",2009,Black Dynamite,,,
"Crime, Drama, Thriller",2008,While She Was Out,,,
"Crime, Drama ",1988,The Accused,,,
"Action, Adventure, Biography ",1994,Wyatt Earp,,,
"Action, Adventure, Thriller ",2002,Counterstrike,,,
Crime,2009,The Ministers,,,
"Adventure, Horror",2009,Vertige/Hige Lane,,,
"Comedy, Drama ",2014,Turist/Force Majeure,,,
"Drama, Mystery, Thriller ",2009,Balibo,,,
"Action, Drama  ",2015,Vendetta,,,
"Action, Sci-Fi ",2014,Edge of Tomorrow,DVD,Yes,
"Action, Biography, Drama  ",2014,American Sniper ,,,
"Drama, Thriller",2013,Cold Sweat,,,
"Drama, Mystery, Sci-Fi",1997,Contact,,,
"Comedy, Crime ",1987,Dragnet,,,
Crime,2007,Forgotten Girls,TV Mini-Series,,
"Action, Thriller ",2014,Freezer,,,
"Action, Adventure, Drama ",2005,Kingdom of Heaven,," Directors Cut, DeLuxe edition",
"Action, Comedy, Crime",2005,Miss Congeniality,,,
"Action, Crime, Thriller",2014,Poker Night,,,
Comedy,1985,Private Resort,,,
"Biography, Drama, History",2014,Selma,,,
"Comedy, Crime  ",2010,Super,,,
"Drama, War ",2004,The Hamburg Cell,,,
"Horror, Thriller",2015,The Lazarus Effect,,,
Drama,2015,Woman in Gold,,,
"Comedy, Drama ",2009,Women in Trouble ,,,
"Action, Comedy, Crime ",2013,Hustles - Pawn Shop Chronicles,DVD,,
"Drama, Mystery, Romance ",2014,Transcendence ,DVD,Yes,
"Crime, Drama ",1957,12 Angry Men,DVDR,,
"Comedy, Horror ",1984,Gremlins,DVDR,,
"Comedy, Horror ",1990,Gremlins 2: The New Batch,DVDR,,
"Adventure, Comedy, Sci-Fi ",1985,Back to the Future,DVDR,,
"Action, Adventure, Comedy",1989,Back to the Future Part II,DVDR,,
"Action, Adventure, Comedy ",1990,Back to the Future Part III,DVDR,,
"Horror, Romance, Sci-Fi ",1986,The Fly,,,
"Horror, Sci-Fi ",1989,The Fly II,,,
"Action, Crime, Drama ",1971,The French Connection,,,
"Action, Crime, Drama",1975,French Connection II,,,
"Crime, Drama, Mystery ",2009,Beyond a Reasonable Doubt,,,
"Action, Crime, Drama ",1997,Breach of Faith: A Family of Cops II,,,
"Drama, Family",2009,Lover of Loser,,,
"Comedy, Drama, Romance",2010,Letters to Juliet,,,
"Action, Thriller ",2014,Mea Culpa,,,
"Crime, Horror, Mystery",2010,And Soon the Darkness,,,
"Drama, Mystery, Thriller ",2011,Page Eight,,,
"Mystery, Thriller",1954,Rear Window,,,
"Comedy, Drama, Sport ",2006,Stick It,,,
Thriller ,1999,Road Rage,,,
"Thriller, Western",2010,Red Hill,,,
"Comedy, Drama",1994,Sleep with Me,,,
"Action, Adventure, Sci-Fi",2013,Real Playing Game,,,
"Sci-Fi, Thriller ",1983,Brainstorm,,,
"Comedy, Fantasy, Horror ",1987,The Witches of Eastwick,,,
"Crime, Drama, Mystery",1997,L.A. Confidential,,,
"Comedy, Drama, Romance ",1997,La Vita È Bella,,,
"Adventure, Biography, Drama ",2001,The Other Side of Heaven,,,
"Drama, Romance",2003,La Meglio Gioventù,,,
"Action, Adventure, Sci-Fi ",2005,Stealth,,,
"Comedy, Drama, Romance",2007,Dan in Real Life,,,
,2008,Red,,,
"Crime, Drama, Thriller",1990,Misery,,,
"Action, Adventure",2014,Big Game,,,
"Action, Crime, Drama",2003,44 Minutes: The North Hollywood Shoot-Out,,,
"Drama, Thriller",2013,Coldwater,,,
"Drama, History",2010,Des Hommes et des Dieux - Of Gods and Men,,,
Mystery ,2014,Every Secret Thing,,,
"Action, Drama ",2003,Frozen Impact,,,
"Action, Crime, Thriller",1995,Kiss of Death,,,
"Drama, Romance",2015,The Longest Ride,,,
"Comedy, Drama, Romance",2007,Then She Found Me,,,
"Action, Adventure",2010,Titanic II,,,
"Action, Crime, Drama",2015,Tracers,,,
"Action, Crime, Thriller ",2002,Swindle,,,
"Drama, Romance",2007,Unfinished Sky,,,
"Action, Comedy, Mystery",1985,Gotcha!,,,
"Drama, Thriller ",1995,The Infiltrator,,,
"Action, Comedy, Crime",1980,The Blues Brothers,,,
"Comedy, Fantasy, Romance ",2004,13 Going on 30,,,
"Action, Crime, Drama ",1983,Blue Thunder,,,
"Drama, Horror ",1968,Rosemary's Baby,,,
"Mystery, Thriller",1988,D.O.A.,,,
"Drama, Fantasy, Romance",1989,Always,,,
Drama,2002,Zig Zag,,,
"Action, Crime ",2010,Wrong Side of Town,,,
"Action, Crime, Fantasy ",2011,Elephant White,,,
"Comedy, Drama",2014,Welcome to Me,,,
"Drama, Thriller",2010,Unthinkable,,,
Drama,2011,A Bottle in the Gaza Sea-Une Bouteille à la Mer,,,
"Drama, Mystery, Romance",2004,A Very Long Engagement-Un Long Dimanche de Fiançailles,,,
"Crime, Drama, Thriller",1997,U Turn,,,
Comedy ,1983,Trading Places,,,
"Horror, Mystery, Sci-Fi",2011,The Thing,,,
Drama,2008,The Secret Life of Bees,,,
"Crime, Drama, Mystery ",2002,The Salton Sea,,,
"Comedy, Crime, Drama",2001,Baby Boy,,,
"Crime, Drama, Thriller ",1993,The Real McCoy,,,
"Comedy, Mystery",2015,The Overnight,,,
"Comedy, Drama, Romance ",2008,The Other End of the Line,,,
"Drama, History",2010,Of Gods and Men/Des Hommes et des Dieux,,,
Drama,2011,À Ma Soeur!,,,
"Action, Crime, Thriller ",2007,Already Dead,,,
Drama,2010,Angèle et Tony,,,
"Drama, Romance, War ",1978,Coming Home,,,
"Drama, Thriller  ",2013,Chariot,,,
"Action, Drama, Sci-Fi ",2002,Atomic Twister,,,
"Drama, Thriller  ",2003,De Ordening,,,
Drama,2010,C'est Déjà l'Été,,,
"Drama, Music",2015,Bravetown/Strings,DVD,,
Drama,2014,Blind,,,
Documentary ,2014,Bears,,,
"Action, Crime, Drama",2015,The Gunman,,,
"Action, Thriller  ",2015,No Escape,,,
"Mystery, Thriller",2015,The Gift,,,
"Comedy, Romance ",2014,Teach Me Love,,,
"Action, Crime, Thriller",2015,Survivor,,,
"Action, Adventure, Comedy",1986,Firewalker,,,
"Crime, Drama, Romance",1992,The Crying Game,,,
"Drama, Thriller",1992,The Hand That Rocks the Cradle,,,
"Comedy, Crime, Thriller",1993,Fatal Instinct,,,
"Drama, Mystery, Romance",1993,Flesh and Bone,,,
" Comedy, Drama, Romance ",1995,French Kiss,,,
"Crime, Drama, Romance",1995,Sugartime,,,
"Comedy, Drama, Romance",1997,Fools Rush In,,,
Comedy,1996,The Birdcage,,,
"Drama, Horror, Romance",1997,The Hunchback,,,
"Comedy, Drama ",1998,The Mighty,,,
"Action, Adventure, Thriller",2005,The Marksman,,,
Family ,2008,For the Love of a Dog,,,
"Drama, Romance ",1998,Only Love,,,
"Adventure, Drama, Romance ",1983,High Road to China,,,
"Action, Drama, War",1984,Red Dawn,,,
"Horror, Thriller",2007,The Reaping,,,
Thriller,2008,Exit Speed,,,
"Drama, Romance",2014,The King's Gardens/A Little Chaos,,,
Action,2015,The Condemned 2,,,
"Comedy, Drama",2014,St. Vincent,,,
"Action, Comedy, Crime ",2015,Spy,,,
Thriller,2012,Secret State,,,MiniSeries
"Biography, Drama, Sport ",2014,Unbroken,,,
"Biography, Crime, Drama ",1992,To Catch a Killer,,,
Drama,2014,The Face of an Angel,,,
Drama,2015,The World Made Straight,,,
"Action, Drama, Mystery ",2015,Self/less,,,
Comedy,2014,Ride,,,
"Action, Adventure, Thriller ",2015,Mission: Impossible - Rogue Nation,DVD,Yes,
"Action, Crime, Drama ",2011,Pressed,,,
"Documentary, Drama ",2013,Blackfish,,,
Drama,2015,Faith of Our Fathers,,,
"Comedy, Drama, Romance ",2014,5 to 7,,,
"Drama, Romance, Thriller ",2014,October Gale,,,
"Adventure, Comedy, Drama ",2015,A Walk in the Woods,,,
"Biography, Drama, History ",2014,The Normal Heart,,,
"Comedy, Drama ",2014,While We're young,,,
"Documentary, Biography, Music ",2015,Amy,,,
"Crime, Drama ",2004,Mean Creek,,,
"Comedy, Romance",2004,Surviving Christmas,,,
"Crime, Drama, Mystery",2005,Class of '76,,,
"Drama, War ",2005,Missing in America,,,
Drama,1962,To Kill a Mockingbird,,,
"Crime, Drama, Mystery ",1968,The Boston Strangler,,,
"Crime, Thriller",1987,Black Widow,,,
"Drama, Romance",1987,Some Kind of Wonderful,,,
"Biography, Drama, Mystery",1990,Reversal of Fortune,,,
"Crime, Drama ",1991,Boyz n the Hood,,,
Comedy,1994,Greedy,,,
"Comedy, Drama ",1994,The Paper,,,
"Adventure, Biography, Drama ",2015,The Walk,,,
"Action, Thriller, Western ",2015,Slow West,,,
"Action, Drama, Thriller ",2015,Lost in the Sun,,,
"Drama, Horror, Sci-Fi",2015,Extinction,,,
"Action, Crime, Drama ",2014,Convict,,,
"Drama, Horror, Thriller",2015,Contracted: Phase II,,,
"Action, Crime ",2015,Close Range,,,
"Action, Adventure, Sci-Fi ",2015,Ant-Man,,,
"Action, Crime, Thriller ",2014,Dealer,,,
"Crime, Drama, Mystery ",2012,Columbus Circle,,,
"Comedy, Romance ",2011,Hysteria,,,
"Action, Drama, Crime ",2000,Mercy Streets,,,
,2001,Boys on the Run,,,
"Action, Thriller ",2001,Jane Doe,,,
"Drama, Mystery ",2001,Lantana,,,
"Drama, Romance ",2001,The Majestic,,,
Comedy ,2001,The Wash,,,
"Adventure, Drama, Mystery",2002,Gerry,,,
"Comedy, Romance ",2002,Van Wilder,,,
"Comedy, Drama",2004,House of D,,,
"Crime, Drama",2005,Le Petit Lieutenant,,,
"Comedy, Family, Romance ",2005,The Perfect Man,,,
"Biography, Crime, Drama ",2006,Hollywoodland,,,
"Drama, Romance, Thriller ",2007,Death Defying Acts,,,
"Comedy, Drama, Romance",2007,Juno,,,
"Drama, Sport",2007,Resurrecting the Champ,,,
"Comedy, Drama, Romance ",2007,This Christmas,,,
"Mystery, Thriller",2008,The Tenth Circle,,,
"Comedy, Drama, Romance ",2009,500 Days of Summer,,,
"Action, Drama, Thriller",2009,Never Surrender,,,
"Drama, Mystery ",2013,Le Passé -  The Past,,,
"Comedy, Drama, Sport ",2001,Mean Machine,,,
"Fantasy, Horror, Mystery ",1999,The Haunting,,,
"Drama, Thriller ",1999,Bringing Out the Dead,,,
"Action, Adventure ",1998,revenant,,,
"Action, Adventure, Comedy",1998,Six Days Seven Nights,,,
"Drama, War",1998,Savior,,,
"Horror, Mystery, Thriller ",1998,Psycho,,,
" Action, Crime, Drama ",2015,Lila & Eve,,,
"Comedy, Drama, Fantasy ",1996,Jack,,,
"Horror, Mystery, Sci-Fi ",1995,The Langoliers,,,TV Mini-Series (1995– )
"Thriller, Drama ",1993,Sugar Hill,,,
"Action, Thriller",1995,Night Watch,,,
"Action, Crime, Drama ",1995,Just Cause,,,
"Comedy, Romance",1995,Forget Paris,,,
"Drama, Western ",2012,Wyatt Earp's Revenge,,,
"Action, Crime, Thriller ",1995,Fair Game,,,
"Action, Comedy, Thriller",1994,True Lies,,,
"Drama, Romance",1994,Little Women,,,
"Crime, Drama, Thriller ",1993,Menace II Society,,,
"Crime, Mystery, Thriller",1993,Malice,,,
"Comedy, Romance ",2009,The Rebound,,,
"Comedy, Crime ",1992,My Cousin Vinny,,,
"Action, Crime, Sci-Fi ",1992,Fortress,,,
"Action, Adventure, Drama ",1991,K2,,,
"Crime, Drama, Thriller ",1991,In the Line of Duty Manhunt in the Dakotas,,,
"Horror, Mystery, Thriller ",1990,Psycho IV The Beginning,,,
"Horror, Mystery, Thriller ",1986,Psycho III,,,
"Drama, Family, Fantasy",1984,The Night They Saved Christmas,,,
"Horror, Mystery, Thriller ",1983,Psycho II,,,
"Biography, Drama ",1974,Lenny,,,
Drama ,2014,Perfect Obedience,,,
"Action, Drama, Sci-Fi ",2009,Storm Seekers,,,
"Drama, Mystery, Thriller ",2012,Gone,,,
"Comedy, Crime, Drama ",2005,The Big White,,,
Comedy,2009,In the Loop,,,
"Action, Crime, Thriller",2000,Romeo Must Die,,,
"Drama, War ",2009,Attack on Darfur,,,
"Comedy, Drama, Romance ",2007,Good Luck Chuck,,,
"Comedy, Crime, Romance",1999,Mickey Blue Eyes,,,
"Biography, Drama, Thriller",1996,Michael Collins,,,
"Comedy, Romance ",1995,Nine Months,,,
"Adventure, Biography, Crime ",1995,Moses,,,
"Crime, Drama, Romance",1986,The Big Easy,,,
"Action, Adventure, Crime ",1985,Target,,,
"Action, Adventure, Crime",1973,Shaft in Africa,,,
"Action, Crime, Drama ",1972,Shaft's Big Score!,,,
"Crime, Drama",1994,Natural Born Killers,,,
"Comedy, Fantasy ",1991,Switch,,,
"Comedy, Drama",1989,Driving Miss Daisy,,,
"Action, Crime, Drama ",1989,Dead Bang,,,
"Comedy, Drama ",2015,Grandma,,,
"Horror, Sci-Fi ",2015,Harbinger Down,,,
"Action, Thriller, War ",2012,Act of Valor,,,
"Crime, Drama, Romance ",1986,The Big Easy,,,
"Drama, Thriller",1987,Fatal Attraction,,,
"Drama, Romance, Thriller ",1987,The Big Town,,,
"Action, Crime, Drama ",1987,The Principal,,,
"Action, Adventure, Thriller ",1994,Drop Zone,,,
"Crime, Drama, Mystery ",1995,The Usual Suspects,,,
"Action, Adventure, Drama ",1996,The Ghost and the Darkness,,,
"Action, Adventure ",2000,Guilty as Charged,,,
"Drama, Thriller",2008,Boot Camp,,,
"Drama, Sport ",2009,Whip It,,,
"Action, Crime, Thriller ",2015,2 Guns: Zero Tolerance/Zero tolerance,,,
"Adventure, Drama, Thriller ",2015,The Revenant,,,
"Action, Drama, Horror ",2011,The Darkest Hour,,,
"Action, Thriller",2014,The Prince ,,,
"Crime, Drama ",2001,In The Bedroom,,,
"Action, Fantasy ",2003,Underworld 1,,,
"Comedy, Music, Romance ",2007,Music and Lyrics,,,
"Action, Drama, War ",2016,Jarhead 3 The Siege,,,
"Comedy, Drama ",1975,Shampoo,,,
"Comedy, Drama, Sport ",1992,A League of Their Own,,,
Comedy ,2015,Ted 2,,,
"Adventure, Family, Fantasy",2007,The Golden Compass,,,
"Adventure, Biography, Drama",1976,The Message,,,
Drama,2014,The Smell of Us,,,
"Drama, Fantasy, Romance ",1990,Edward Scissorhands,,,
"Drama, Fantasy, Romance",1990,Ghost  ,,,
"Comedy, Drama, Fantasy ",1988,Sliding Doors,,,
"Crime, Drama ",1996,Sydney aka Hard Eight,,,
"Action, Crime, Drama ",2003,Guilty by Association,,,
"Comedy, Drama, Romance ",2015,Ashby,,,
"Action, Adventure, Sci-Fi ",2015,Avengers Age of Ultron,,,
Drama,2014,Underdog/Svenskjävel ,,,
"Action, Comedy, Crime",1997,Grosse Pointe Blank,,,
"Crime, Drama, Sport ",2006,Gridiron Gang,,,
"Biography, Drama, History",2015,The 33,,,
"Biography, Drama, History",2015,Straight Outta Compton,,,
"Drama, History, War",2001,The Grey Zone,,,
"Action, Crime, Drama",2002,The Good Thief,,,
"Biography, Drama, Romance ",2009,The Last Station,,,
Comedy,2010,Good Intentions,,,
Drama,2011,A Better Life,,,
"Crime, Drama, Horror ",2012,The Tall Man,,,
Drama,2014,5 Flights Up Ruth & Alex,,,
"Action, Adventure, Thriller ",2015,Spectre,,,
"Comedy, Crime, Thriller ",2008,Mad Money,,,
"Action, Crime, Thriller",2008,RocknRolla,,,
"Biography, Comedy, Crime",2009,I Love You Phillip Morris,,,
"Biography, Crime, Drama ",2009,Taken in Broad Daylight,,,
"Action, Adventure, Thriller ",1979,North Sea Hijack,,,
"Drama, Sport ",1979,The Champ,,,
"Action, Adventure, Comedy ",1985,King Solomon's Mines,,,
"Action, Crime, Thriller ",1986,Cobra,,,
"Horror, Mystery, Thriller",1987,Angel Heart,,,
"Action, Sci-Fi ",1991,Terminator 2 Judgment Day Special Edition,,,
"Comedy, Drama, Romance ",1992,Accidental Hero,,,
"Action, Crime, Drama ",1993,Judgment Night,,,
Drama,1995,Kids,,,
"Adventure, Biography, Drama ",2002,Shackleton,,,
"Action, Crime, Fantasy ",2005,Elektra,,,
Drama,2005,Mom at Sixteen,,,
"Action, Drama ",2006,Firestorm Last Stand at Yellowstone,,,
"Biography, Drama, Sport ",2006,Glory Road,,,
"Crime, Drama ",2006,Heavens Fall,,,
"Crime, Drama",2005,Romanzo Criminale,,,
"Crime, Drama, Thriller",2010,Freeway Killer,,,
"Crime, Drama, Mystery ",2014,The Captive,,,
"Action, Crime, Thriller ",2015,Hitman - Agent 47,,,
"Action, Adventure ",2015,Last Knights,,,
"Action, Thriller ",2015,Momentum,,,
"Action, Adventure, Family ",2015,Project T Tomorrowland,,,
"Biography, History ",2007,Caravaggio,,,
"Action, Adventure ",2002,Spider-Man,,,
"Action, Adventure, Fantasy ",2004,Spider-Man 2,,,
"Action, Adventure ",2007,Spider-Man 3,,,
Drama,1989,"Sex, Lies, and Videotape",,,
"Action, Adventure, Drama",1980,The Dogs of War,,,
"Comedy, Romance ",1990,Look Who's Talking Too,,,
"Action, Crime, Thriller",1975,The Killer Elite,,,
"Biography, Drama, Music",1987,La Bamba,,,
"Action, Sci-Fi ",2013,Ender's Game,,,
"Biography, Drama, Music ",2014,Get on Up,,,
"Comedy, Crime, Drama",2009,Madea Goes to Jail,,,
Drama,2013,The Disappearance Of Eleanor Rigby HER,,,
"Drama, Romance ",2013,The Disappearance Of Eleanor Rigby HIM,,,
Drama,1993,The Man without a Face,,,
"Adventure, Drama, Sci-Fi ",2006,The Astronaut Farmer,,,
"Comedy, Drama, Romance",2007,No Reservations,,,
"Horror, Thriller ",2015,Knock Knock,,,
"Comedy, Drama, Romance ",2015,The Escort,,,
Drama,2015,The Runner,,,
"Adventure, Biography, Drama",2015,Everest,,,
"Action, Drama, Sport ",2015,Southpaw,,,
"Comedy, Drama, Music ",2015,Ricki and the Flash,DVD,Yes,
"Biography, Drama, History",1997,True Women,,,
Drama,2015,The Dressmaker,,,
"Comedy, Drama ",2015,Youth,,,
"Drama, History, War ",1977,A Bridge Too Far,,,
"Comedy, Drama, War",1978,The Gypsy Warriors,,,
"Action, Sci-Fi ",1980,The Final Countdown,,,
"Comedy, Drama, Romance",1998,The Object of My Affection,,,
"Action, Comedy, Crime ",1990,The Rookie,,,
"Crime, Mystery, Thriller ",1991,A Kiss Before Dying,,,
"Drama, Family, Sport ",2002,The Rookie,,,
"Comedy, Drama, Romance ",2005,Standing Still,,,
"Biography, Drama",2006,The Queen,,,
"Action, Crime, Drama ",2006,The Contract,,,
"Adventure, Drama, Sci-Fi ",2012,The Hunger Games,,,
"Adventure, Sci-Fi, Thriller",2013,The Hunger Games Catching Fire,,,
"Adventure, Sci-Fi, Thriller",2014,The Hunger Games Mockingjay - Part 1,,,
"Adventure, Fantasy, Musical",2014,Into the Woods,DVD,,
"Drama, History, War ",2004,The Alamo,,,
"Mystery, Thriller",2015,The Gift,,,
"Crime, Drama, Mystery ",2015,Regression,,,
"Action, Crime, Thriller ",2015,Heist,,,
"Action, Adventure, Drama ",2015,Dragon Blade,,,
"Drama, Mystery, Thriller ",2015,Dark Places,,,
"Biography, Crime, Drama",2015,Black Mass,,,
"Action, Adventure, Biography ",2015,In the Heart of the Sea,,,
"Documentary, Music ",1980,Reggae Sunsplash,,,
"Comedy, Drama ",2015,The Second Best Exotic Marigold Hotel,DVD,Yes,
"Action, Crime, Thriller",2015,Fast & Furious 7,DVD,Yes,
Drama,2014,Still Alice,DVD,Yes,
"Drama, Thriller ",2013,Tom at the Farm/Tom à la ferme,DVD,Yes,
"Drama, Romance",2011,Café de Flore,DVD,Yes,
"Drama, Horror, Thriller ",2015, Ratter,,,
"Comedy, Drama ",2015,I'll See You in My Dreams,,,
"Action, Adventure, Crime",2015,Mercenary: Absolution,,,
"Drama, Thriller ",2014,The 11th Hour/ am here,,,
"Comedy, Drama, Music",2011,Honey 2,,,
Comedy,2016,The Confirmation,DVD,,
"Action, Adventure, Sci-Fi ",2016,The 5th Wave,DVD,Yes,
"Biography, Drama",2014,Pawn Sacrifice,DVD,,
Drama,2014,Time Out of Mind,DVD,,No subtitles
"Drama, Mystery, Romance ",2004,The Village,DVDR,,
Drama,2014,Where Hope Grows,,,
"Action, Comedy, Thriller ",2015,The Throwaways ,,,
"Biography, Drama, Sport ",2015,The Program,,,
"Mystery, Thriller ",2015,The gift,,,
"Biography, Drama ",2015,Steve Jobs,,,
"Action, Crime, Drama",2015,Run All Night,,,
"Action, Adventure, Sci-Fi ",2015,Jupiter Ascending,,,
"Horror, Thriller ",2011,Rosewood Lane,,,
"Action, Horror, Thriller",2010,The Final Storm,,,
Drama,2013,The Challenger Disaster,,,
"Crime, Drama, Thriller",2007,The Lookout,,,
"Crime, Drama, Thriller ",2004,Layer Cake,,,
"Adventure, Comedy, Family",2002,Snow Dogs,,,
"Action, Adventure, Horror ",1998,Deep Rising,,,
"Action, Adventure, Thriller ",1974,The Man with the Golden Gun,,,
"Drama, Horror, Mystery ",1963,The Birds,,,
"Biography, Drama, Music ",1956,The Benny Goodman Story,,,
"Biography, Drama, Music ",1954,The Glenn Miller Story,,,
"Crime, Drama",1974,The Sugarland Express,,,
"Comedy, Mystery",2016,"Hail, Caesar!",DVDR,,
"Adventure, Family",1943,Lassie Come Home,,,
"Drama, Adventure, Family ",1946,Courage of Lassie,,,
"Adventure, Drama, Family",1945,Son of Lassie,,,
"Mystery, Thriller ",1975,Three Days of the Condor,,,
Horror ,2016,The Veil,,,
"Drama, War ",1988,The Tenth Man,,,
"Action, Drama, History ",2016,The Finest Hours,,,
"Drama, Thriller",1962,Cape Fear,,,
"Mystery, Romance, Thriller ",1980,Dressed to Kill,,,
"Action, Adventure, Crime ",2015,Mercenary: Absolution,,,
"Action, Sci-Fi ",1981,Escape from New York,,,
"Action, Adventure",1981,Raiders of the Lost Ark,,,
"Action, Adventure ",1984,Indiana Jones and the Temple of Doom,,,
"Action, Adventure, Fantasy",1989,Indiana Jones and the Last Crusade,,,
Drama,1984,The River,,,
"Action, Crime, Drama ",1989,An Innocent Man,,,
"Action, Crime, Drama",1989,The Package,,,
"Comedy, Crime, Drama",1989,Turner & Hooch,,,
"Drama, Mystery, Thriller",1990,Everybody Wins,,,
"Drama, Thriller",1990,The Comfort of Strangers - Cortesie per gli Ospiti,,,
Drama,1992,City of Joy,,,
"Comedy, Crime, Drama",1992,Night and the City,,,
Drama,1992,Of Mice and Men,,,
"Action, Crime, Drama",1992,Rapid Fire,,,
"Crime, Drama",1993,A Bronx Tale,,,
"Comedy, Crime, Drama ",1993,Mad Dog and Glory,,,
"Crime, Thriller, Drama",1995,In the Line of Duty - Hunt for Justice,,,
"Horror, Mystery, Thriller ",1995,Lord of Illusions Directors Cut,,,
"Comedy, Romance",1995,Mallrats,,,
"Crime, Drama, Thriller ",1995,Texas Justice,,,
Comedy ,1996,The First Wives Club,,,
"Comedy, Romance ",1997,Booty Call,,,
"Crime, Drama, Mystery",1997,LA Confidential,,,
"Action, Drama, Sci-Fi ",1998,Soldier,,,
Drama,2000,David Copperfield,,,
"Comedy, Drama, Romance ",2000,Return to Me,,,
"Drama, Fantasy, Sport ",2000,The Legend of Bagger Vance,,,
"Crime, Drama, Thriller ",2001,One Eyed King,,,
Action,2003,Submarines,,,
"Comedy, Romance ",2002,The  Sweetest Thing,,,
"Biography, Drama, Sport ",2003,Radio,,,
"Comedy, Drama, Romance ",2004,The Girl Next Door,,,
"Action, Crime, Thriller",2006,Rapid Fire,,,
"Crime, Drama",2006,The Killing of John Lennon,,,
"Comedy, Drama, Fantasy ",2007,Slipstream,,,
"Crime, Mystery, Thriller",2008,The Alphabet Killer,,,
Drama,2009,Fish Tank,,,
"Crime, Drama",2011,The Snitch Carte - El Cartel de los Sapos,,,
"Comedy, Drama, Romance",2014,Before We Go,,,
Drama,2014,Elephant Song,,,
Documentaire,2014,Unseen Holocaust,,,
"Drama, Horror, Mystery",2015,Backtrack,,,
"Biography, Crime, Drama ",2015,Black Mass,,,
"Comedy, Drama",2015,Burnt,,,
"Drama, Romance",2015,Carol,,,
"Action, Crime, Drama",2015,Chappie,,,
"Drama, Thriller",2015,Disorder  - Maryland,,,
"Action, Adventure, Fantasy",2015,Star Wars: The Force Awakens - Star Wars: Episode VII - The Force Awakens,,,
Drama,2015,Stealing Cars,,,
"Crime, Drama, Thriller",2015,The Adderall Diaries,,,
"Comedy, Drama, Romance",2015,The Lobster,,,
"Action, Drama, Thriller",2016,13 Hours,,,
"Action, Adventure, Comedy",2016,Deadpool,,,
"Biography, Comedy, Drama",2016,Eddie the Eagle,,,
Comedy,2016,Fifty Shades of Black,,,
"Action, Crime, Drama",2016,London Has Fallen,,,
"Action, Comedy",2016,Ride Along 2,,,
Comedy,2016,Dirty Grandpa,,,
"Drama, Sport",2015,The Challenger,,,
"Biography, Comedy, Crime ",2000,Chopper,,,
"Drama, Western ",2015,Forsaken,,,
"Biography, Drama, Thriller",2014,The Imitation Game,,,
"Drama, Music",2014,Whiplash,,,
"Action, Sci-Fi, Thriller",2014,Automata,,,
"Drama, Mystery, Romance ",2007,Atonement,,,
"Crime, Drama, Fantasy",1999,The Green Mile,,,
"Crime, Drama, War",2015,Krigen- A War,,,
"Drama, War ",2009,Lebanon,,,
"Comedy, Drama, War ",2015,A Perfect Day,,,
"Action, Crime, Drama",2007,Shooter,,,
"Comedy, Drama, Fantasy",1991,The Fisher King,,,
"Biography, Crime, Drama",2015,Spotlight,,,
"Crime, Drama, Sci-Fi ",1971,THX 1138,,,
"Action, Horror, Sci-Fi ",2016,The Purge: Election Year,,,
